date,headline,source,summary,category,directional_score
2025-06-25,Victory RS Global Fund Q1 2025 Commentary,SeekingAlpha,"The Victory RS Global Fund returned -4.75% (Class A Shares at net asset value) for the period, while its benchmark, the MSCI All Country World Index (net), returned - 1.32%.",Neutral,0.0
2025-06-27,Nvidia Stock Chasing 5-Day Winning Streak. The AI Trade Is Back.,Yahoo,"Nvidia  stock was edging up further Friday as traders returned to the artificial-intelligence trade after a period of  market turmoil and geopolitical tension.  Shares of the chip maker were up 0.8% to $156.31 in early trading, on track to rise for a fifth straight day.  It comes after Nvidia shares hit a record high Wednesday, surpassing  Microsoft  to reclaim the crown as the world’s most valuable company.",Neutral,0.2
2025-06-27,"Zacks Market Edge Highlights: SEI, MRVL, AVGO, ORCL and PGY",Yahoo,"Zacks names five rising AI stocks beyond NVIDIA, featuring SEI, MRVL, AVGO, ORCL, and PGY, with strong growth potential.",Neutral,0.5
2025-06-28,The tech rally is about a lot more than Magnificent 7 right now,Yahoo,Nvidia is the only member of the Magnificent Seven stocks among the top 20 best performers in the S&P 500 since the market bottomed on April 8.,Neutral,0.15
2025-07-01,Broadcoms AI Playbook Unfolds,Yahoo,ASIC deals and scale-up networking aim to challenge Nvidias grip,Bullish,0.75
2025-07-01,AMD: OpenAI Endorsement Is A Game Changer,SeekingAlpha,Advanced Micro Devices partnership with OpenAI and strong AI tailwinds make it an undervalued growth stock. Click here to see why AMD is a Buy.,Neutral,0.0
2025-07-03,Can Taiwan Semiconductor Stock Hit $270 in 2025?,Yahoo,Will TSM stock ride the AI wave all the way to Wall Street’s fresh Street-high target?,Neutral,0.0
2025-07-04,QCOM Shares Gain 28.2% in Three Months: How to Play the Stock?,Yahoo,"Qualcomm jumps 28.2% in three months on strong chip demand and innovation, but faces stiff competition and estimate cuts.",Neutral,0.0
2025-07-04,"XSD: Relative Strength Emerging In SMID Semis, Reiterate Buy Amid The AI Boom",SeekingAlpha,"XSD is a top pick for semiconductor exposure with strong SMID cap growth, AI trends, and robust technical momentum. Read more analysis here.",Neutral,0.15
2025-07-09,Broadcom Unleashes Tomahawk 6: 102.4 Tbps Chip Sets New Benchmark for AI Data Centers,Yahoo,"Broadcom Inc. (NASDAQ:AVGO) is one of the stocks that Donald Trump owns. In early June, Broadcom (AVGO) began shipping its Tomahawk 6 Ethernet switch, the most powerful chip of its kind yet. Built on a 3nm node and delivering a staggering 102.4 Tbps of bandwidth, the Tomahawk 6 is designed to serve AI hyperscale data centers and enable […]",Bullish,0.85
2025-07-10,"Dow climbs, Nasdaq slides as Big Tech struggles",MarketWatch,"Dow climbs, Nasdaq slides as Big Tech struggles",Neutral,0.0
2025-07-10,"These Stocks Are Moving the Most Today: Nvidia, Delta, WK Kellogg, Freeport-McMoRan, Nurix, and More",Yahoo,"Nvidia extends gains after closing Wednesday with a market capitalization of $3.974 trillion, the highest market value for any company on record, while Delta’s earnings beat analysts’ estimates.",Neutral,0.0
2025-07-11,Big Tech Needs a Way Out of Its AI Cost Spiral. These 2 Stocks Could Benefit.,Yahoo,"Amazon, Google, Microsoft and Meta hope custom chips can slow their pace of AI spending. Enter chip designers Broadcom and Marvell Technology.",Bullish,0.65
2025-07-12,Prediction: 2 Artificial Intelligence (AI) Stocks That Could Be Worth More Than Apple by 2030,Yahoo,"Apples growth is slowing down.  Broadcoms XPU is becoming a popular alternative for AI computing.  Apple (NASDAQ: AAPL) is flirting with that line, as its artificial intelligence (AI) strategy has largely underperformed and lags behind its peers in this arena.",Neutral,0.45
2025-07-14,China Clears Synopsys’s $35 Billion Ansys Buyout in US Win,Yahoo,"(Bloomberg) -- Synopsys Inc. has secured China’s approval to buy out Ansys Inc. for $35 billion, a major win for a company regarded as key to helping sustain US dominance of certain aspects of semiconductor technology.Most Read from BloombergWhy Did Cars Get So Hard to See Out Of?How German Cities Are Rethinking Women’s Safety — With TaxisPhiladelphia Reaches Pact With Workers to End Garbage StrikeAdvocates Fear US Agents Are Using ‘Wellness Checks’ on Children as a Prelude to ArrestsThe State A",Neutral,0.0
2025-07-14,Prediction: Taiwan Semiconductor Manufacturing Stock Is the Safest AI Chip Bet,Yahoo,"TSMC has become the undisputed foundry leader.  Taiwan Semiconductor Manufacturing (NYSE: TSM) may not design artificial intelligence (AI) chips, but its a company that every AI chipmaker relies on.  The AI giants rely on TSMC to manufacture their number-crunching chip designs.",Neutral,0.0
2025-07-15,Broadcom launches new Tomahawk Ultra networking chip in AI battle against Nvidia,Yahoo,"SAN FRANCISCO (Reuters) -Broadcoms chip unit unveiled on Tuesday a new networking processor that aims to speed artificial intelligence data crunching, which requires stringing together hundreds of chips that work together.  The new chip is the latest piece of hardware that Broadcom has brought to bear against rival AI giant Nvidia.  Broadcom helps Alphabets Google produce its AI chips, which are perceived by developers and industry experts as one of the few viable alternatives to Nvidias powerful graphics processors (GPUs).",Bullish,0.8
2025-07-15,Parnassus Growth Equity Fund Q2 2025 Commentary,SeekingAlpha,"Parnassus Growth Equity Fund (Investor Shares) returned 18.97% (net of fees) during the quarter, outperforming the Russell 1000 Growth Indexâs 17.84%. Read more here.",Neutral,0.0
2025-07-20,5 Artificial Intelligence (AI) Infrastructure Stocks Powering the Next Wave of Innovation,Yahoo,Demand for AI computing power could push data center spending to nearly $7 trillion by 2030.,Neutral,0.3
2025-07-24,Analyst Explains Why He’s Bullish on Broadcom (AVGO) Amid AI Agent Revolution,Yahoo,"Broadcom Inc (NASDAQ:AVGO) is one of the 10 Stocks to Buy and Sell in 2025: Top Analyst Calls. Ben Reitzes, Melius Research managing director, recently said in a program on CNBC that AI chip companies will benefit in the future amid an increase in the usage of LLMs and inference. He thinks “seat-based” business models […]",Bullish,0.7
2025-07-24,Nvidia Stock Rises. It Got Good News From Google and Trump.,Yahoo,Nvidia was gaining after Google raised its capital expenditure forecast and President Donald Trump signed executive orders to boost AI deployment.,Neutral,0.25
2025-07-25,Europes CISPE challenges Broadcoms $69 billion VMware deal in EU court,Yahoo,"The Cloud Infrastructure Services Providers in Europe, or CISPE, has filed a formal appeal before the European General Court seeking an annulment of the European Commissions approval of the deal, the organisation said on Thursday.  Broadcom had wrapped up the purchase of VMWare in November 2023, after intense scrutiny from regulators globally forced the company to delay the closing date thrice.",Bearish,-0.7
2025-07-25,"Dow Jones Futures Rise; S&P 500 Hits High As Google Lifts AI Giants, Tesla Plunges",Yahoo,The stock market was mixed as Google lifted AI giants and Tesla dived. President Trump and Federal Reserve Chairman Jerome Powell disagreed.,Neutral,0.2
2025-07-29,Franklin Growth Fund Q2 2025 Commentary,SeekingAlpha,Franklin Growth Fund outperformed its S&P 500 Index benchmark in the second quarter of 2025. Read more here.,Neutral,0.0
2025-07-29,ClearBridge Appreciation Portfolios Q2 2025 Commentary,SeekingAlpha,"The ClearBridge Appreciation Portfolios showed strong upside participation in the S&P 500 Indexâs rally in the second quarter, trailing the benchmark modestly.",Neutral,0.0
2025-07-30,Is Broadcom (AVGO) a Smart Long-Term Investment?,Yahoo,"Parnassus Investments, an investment management firm, released its “Parnassus Value Equity Fund” second-quarter 2025 investor letter. The fund focuses on owning a concentrated portfolio of U.S. large-cap stocks. The full letter is available for download here. For the second quarter of 2025, the fund reported a net return of 7.24%, outperforming its benchmark, the Russell 1000 […]",Neutral,0.55
2025-07-30,"Stock Market Today: Dow Falls 200 Points, Nasdaq Ends Win Streak; Nvidia Makes This Move (Live Coverage)",DowJones,"Stock Market Today: Dow Falls 200 Points, Nasdaq Ends Win Streak; Nvidia Makes This Move (Live Coverage)",Neutral,0.0
2025-07-30,Nvidia (NVDA) Ignites Rally Ahead of Microsoft and Meta Earnings,Yahoo,Investors Bet on Nvidias AI Lead Before Key Earnings Reports,Neutral,0.2
2025-08-01,Arista Networks Inc (ANET) Acquires VeloCloud Assets to Power Next-Gen AI Networking,Yahoo,"We recently compiled a list of the 10 Best Strong Buy Tech Stocks to Buy. Arista Networks Inc stands eighth on our list. Arista Networks Inc (NYSE:ANET), a key player in cloud and AI-driven networking, has strengthened its portfolio by acquiring Broadcom’s VeloCloud SD-WAN assets. This move enhances the company’s capabilities in cognitive branch networking, […]",Bearish,-0.3
2025-08-05,Ambiq Micros IPO Could Signal the Next Wave of AI-Driven Chip Stocks,Yahoo,"AI has been growing by leaps and bounds, but some believe it has a power problem. Ambiq might have the solution.",Neutral,0.0
2025-08-07,"Trending tickers: Apple, Shopify, Duolingo, Airbnb, Deliveroo",Yahoo,The latest investor updates on stocks that are trending on Thursday.,Neutral,0.0
2025-08-09,Forget the Magnificent Seven. Its Time to Start Talking About the Ten Titans.,Yahoo,The megacap all-star team is long overdue for an expansion.,Neutral,0.15
2025-08-10,Wells Fargo Stays Bullish on Apple (AAPL) Amid $100B U.S. Expansion Plan,Yahoo,"Apple Inc. (NASDAQ:AAPL) is one of the Hot AI Stocks on Wall Street’s Radar. On August 7, Wells Fargo analyst Aaron Rakers reiterated an Overweight rating on the stock with a $245.00 price target. The rating affirmation follows Apple’s recent announcement that it is increasing its investment in the United States by $100B to $600B over […]",Neutral,0.0
2025-08-11,RGA Investment Advisors Q2 2025  Investment Commentary,SeekingAlpha,"RGA Investment Advisors reflects on a volatile Q2, spotlighting bold portfolio moves and fresh buys. See how conviction shaped their strategy; read the full letter.",Neutral,0.0
2025-08-14,IT Departments Are Overloaded With Busy Work. Can AI Change That?,Yahoo,"The startup XOPS is using artificial intelligence and ‘knowledge graphs’ to build a new platform for automating corporate IT departments, promising to get rid of ‘human middleware.’",Neutral,0.0
2025-08-14,Jim Cramer on Broadcom: “It’s Been One of My Best”,Yahoo,"Broadcom Inc. (NASDAQ:AVGO) is one of the stocks Jim Cramer commented on. A caller asked what Cramer thought of the company and its CEO. In response, he said: “Broadcom didn’t want to, you know, quietly, it’s been one of my best, but you know what? I’d like to thank Hock E. Tan, he, the CEO, […]",Bullish,0.55
2025-08-15,3 AI chip stocks that are best positioned right now,Yahoo,"With chipmaker stocks in focus on recent news like Trumps Nvidia deal and Intel CEO Lip-Bu Tans White House meeting, KeyBanc Capital Markets equity research analyst John Vinh shares his top AI chip plays for the near term. To watch more expert insights and analysis on the latest market action, check out more Market Domination Overtime.",Bullish,0.6
2025-08-16,"Billionaire George Soros supercharges Nvidia stake, loads up on AI plays",Yahoo,Soros Capital appears to be positioning for the next leg of the AI boom.,Neutral,0.0
2025-08-17,2 Artificial Intelligence (AI) Stocks the U.S. Government Is Actively Backing in 2025,Yahoo,"The U.S. government is investing heavily in AI technology, particularly in software.",Neutral,0.0
2025-08-18,"ASML Stock Trades at a Discount: Should You Buy, Sell or Hold?",Yahoo,"ASML trades at a discount, but cautious guidance, a weak 2026 outlook and trade headwinds weigh on the stocks appeal.",Neutral,0.0
2025-08-20,Why Hims & Hers Health (HIMS) Stock Is Falling Today,Yahoo,Shares of telehealth company Hims & Hers Health (NYSE:HIMS) fell 6.4% in the afternoon session after investors took some profits off the table as markets awaited signals on future monetary policy from the Federal Reserves Jackson Hole symposium later in the week.,Neutral,0.0
2025-08-20,Mix of Bullish Forces Boosted Broadcom (AVGO) in Q2,Yahoo,"Baron Funds, an investment management company, released its “Baron Opportunity Fund” second-quarter 2025 investor letter. A copy of the letter can be downloaded here. In the second quarter, the fund posted solid returns, rising 23.27% (Institutional Shares), exceeding the Russell 3000 Growth Index’s (the Benchmark) 17.55% gain and the S&P 500 Index’s 10.94% gain. The […]",Bullish,0.65
2025-08-21,Will Credos Strong Cash Position Aid in Capturing AI Opportunities?,Yahoo,"CRDO ends FY25 with $431.3 million in cash. It expects FY26 revenues to top $800 million, fueled by AI-driven connectivity demand.",Neutral,0.0
2025-08-21,AI Fatigue Hits Tech Biggies: Inverse ETFs in Focus,Yahoo,"AI stocks stumbled this week, short sellers won big. Inverse ETFs like SQQQ, TECS, BERZ & QID shone as investors hedged against the AI trade.",Neutral,-0.2
2025-08-21,Market Storm Incoming: Why VIG Is Not A Good Dividend ETF Right Now,SeekingAlpha,Discover why VIGs strong history may not shield it from brewing market storms.,Neutral,0.0
2025-08-21,Short sellers reap over $5 billion on Big Tech bets as AI fears roil market,Yahoo,"As the market has rotated away from Big Tech and AI heavyweights over the past few days, short sellers who bet against the AI and Big Tech trade have reaped the rewards.",Neutral,-0.3
2025-08-22,Nvidia Stock Rises. It Still Has AI Chip Problems in China but CEO Says Demand Is Strong,Yahoo,Nvidia stock was rising along with most of the market. CEO Jensen Huang said Friday that the company’s H20 chip in China ”has no security back doors.”,Neutral,0.2
2025-08-28,Nutanix: What To Make Of The Q4 Results,SeekingAlpha,Nutanix Q4 results reveal modest beats but cautious Q1 guidance.,Neutral,0.0
2025-08-28,Prediction: 1 Artificial Intelligence (AI) Stock Will Be Worth More Than Palantir Technologies and Amazon Combined by 2030,Yahoo,"Palantir is one of the most valuable software businesses in the world, while Amazon remains a trillion-dollar giant.",Neutral,0.0
2025-08-29,How Is Broadcoms Stock Performance Compared to Other Semiconductor Stocks?,Yahoo,"Broadcom has outpaced its semiconductor peers over the past year, and Wall Street analysts hold a strongly bullish view of the company’s future growth prospects.",Bullish,0.7
2025-08-30,4 Ten Titans Stocks Are Already in the Dow Jones. Could the Rest Join by 2030?,Yahoo,Megacap growth stocks are making an impact on traditionally blue-chip indexes like the Dow Jones Industrial Average.,Neutral,0.0
2025-08-30,3 Red-Hot Growth Stocks to Buy in 2025,Yahoo,These three AI stocks have huge growth potential.,Neutral,0.25
2025-09-01,Fortune 500 Giants Turn to Broadcom’s (AVGO) VMware Cloud Foundation for AI Workloads,Yahoo,"Broadcom Inc. (NASDAQ:AVGO) is one of the AI Stocks Investors Should Keep on Their Radar. On August 26, the company announced that VMware Private AI Services will become a standard component of VMware Cloud Foundation 9.0, making the VMware Cloud Foundation an AI native platform. The general availability of the VCF 9.0 will allow customers to […]",Bullish,0.8
2025-09-01,"Broadcom Inc. (AVGO) Makes AI ASICs, Says Jim Cramer",Yahoo,We recently published Jim Cramer Just Couldn’t Stop Talking About These 13 Stocks. Broadcom Inc. (NASDAQ:AVGO) is one of the stocks Jim Cramer recently discussed. Broadcom Inc. (NASDAQ:AVGO) is a semiconductor firm known for its smartphone and data center products. The shares have gained 27% year-to-date as they have benefited from the bullishness surrounding AI. […],Bullish,0.6
2025-09-02,"Morgan Stanley Raises PT on Astera Labs (ALAB) to $200 From $155, Keeps an Overweight Rating",Yahoo,"Astera Labs, Inc. (NASDAQ:ALAB) is one of the best hot large cap stocks to buy according to hedge funds. On August 29, Morgan Stanley analyst Joseph Moore raised the firm’s price target on Astera Labs, Inc. (NASDAQ:ALAB) to $200 from $155, keeping an Overweight rating on the shares. The analyst told investors that the rack […]",Neutral,0.0
2025-09-03,Earnings Could Power Further Stock Market Gains. Broadcom’s Report Is One to Watch.,Yahoo,"U.S. stocks could extend their impressive bull market run well into next year even if the economy shows signs of tariff fatigue as companies continue to generate solid profit growth and with the Federal Reserve expected to lower benchmark borrowing costs.  Corporate earnings, in fact, are likely to remain the key plank in the broader bull market thesis over the coming months.",Neutral,0.2
2025-09-05,"Jobs, Federal Reserve Views Boost Wall Street Pre-Bell; Asia, Europe Up",Yahoo,"Wall Street futures pointed mostly higher pre-bell Friday, as traders anticipated another soft jobs",Neutral,0.0
2025-09-05,Broadcom (AVGO) Remains a Top Pick as Cantor Fitzgerald Lifts Price Target to $350,Yahoo,"Broadcom Inc. (NASDAQ:AVGO) is one of the AI Stocks Analysts Are Backing Right Now. On September 2, Cantor Fitzgerald analyst C.J. Muse raised the price target on the stock to $350.00 (from $300.00) while maintaining an Overweight rating. Broadcom remains a “Top Pick” for the firm. Cantor anticipates a modest beat and raise driven by upside […]",Bullish,0.85
2025-09-08,The Nasdaq Hit a Fresh Record. The AI Trade Is Back On.,Yahoo,"The Nasdaq Composite hit its highest level on record and was on track for a fresh closing high on a mixed Monday for the broader market.  The S&P 500 was up 0.4%, but only because of contributions from Broadcom, Lam Research, Palantir Technologies, Nvidia, among other AI-linked stocks; roughly 318 stocks in the index were trading down on the day.  The Dow was up 52 points, or 0.1%, after bouncing between small gains and losses.",Neutral,0.4
2025-09-08,"Celestica (CLS) Climbs 24.6%, Rides Broadcom Boom",Yahoo,"We recently published 10 Big Names With Double-Digit Upsides. Celestica Inc. (NYSE:CLS) is one of last week’s top performers. Celestica saw its share prices soar by 24.6 percent week-on-week, as investor optimism from semiconductor giant Broadcom Inc. spilled over to its stock. During the trading week, Celestica Inc. (NYSE:CLS) rallied for four straight days to […]",Neutral,0.2
2025-09-11,"Broadcom and Penguin Solutions Shares Skyrocket, What You Need To Know",Yahoo,"A number of stocks jumped in the afternoon session after software giant Oracle (ORCL) boosted its outlook, citing booming demand for its cloud services from artificial intelligence firms.",Bullish,0.7
2025-09-11,Broadcom ties its fate to a massive AI gamble,Yahoo,This is the boldest wager yet for major chipmaker Broadcom.,Neutral,0.1
2025-09-13,Wall Street Rushes to Boost S&P 500 Targets. The Runaway AI Train Keeps Rolling Along.,Yahoo,"According to FactSet, the consensus target for the S&P 500 over the next 12 months is a shade below 7245. That’s up from a target of about 6600 in May.",Neutral,0.2
2025-09-14,Silvaco Group Appoints Semiconductor Veteran Chris Zegarelli as Chief Financial Officer,Yahoo,"Silvaco Group Inc. (NASDAQ:SVCO) is one of the best IPO tech stocks to buy now. On September 4, Silvaco Group announced the appointment of Chris Zegarelli as its new Chief Financial Officer, following a comprehensive search. His appointment is effective as of September 15. Zegarelli will serve as a senior member of the executive team […]",Neutral,0.0
2025-09-17,Dan Niles Says Nvidia (NVDA) Data Center Miss Should Not Be Ignored,Yahoo,"We recently published 10 Stock News You Should Pay Attention To. NVIDIA Corporation (NASDAQ:NVDA) is one of the stocks to watch in September. Dan Niles from Niles Investment Management, in a recent program on CNBC, reiterated his concerns about a potential slowdown in AI demand. This time, Niles highlighted Nvidia’s data center miss in its […]",Neutral,-0.2
2025-09-19,Wall Street Roundup: We Need To Talk About Intel,SeekingAlpha,"We need to talk about Intel (and Nvidia). FedEx earnings, macro worries.",Neutral,0.0
2025-09-19,Intel Stock Soars 26% After Nvidia Invests in Chip Maker. What’s In It for Nvidia?,Yahoo,"Nvidia  said Thursday it would invest $5 billion in  Intel  at a purchase price of $23.28 a share as part of an agreement that will see the technology companies co-develop “multiple generations of custom data center and PC products.”  Intel  shares soared 26% to $31.27 following the announcement while  Nvidia  rose 3.1%.  Under the terms of the partnership, Intel will build custom central processing units that Nvidia will integrate into its artificial-intelligence infrastructure platforms and offer to the market.",Neutral,0.0
2025-09-23,3 Bull Put Spread Ideas to Capitalize on the AI Driven Bull Market,Yahoo,"The market continues to show some encouraging signs and if that continues, bull put spread trades could do well.",Neutral,0.0
2025-09-24,Nvidias $100 Billion OpenAI Pact Buys Time in the Custom Chip Race,Yahoo,The AI infrastructure deal locks in near-term dominance while both companies hedge their bets.,Neutral,0.1
2025-09-24,"Zacks Investment Ideas feature highlights: Nvidia, Broadcom, CoreWeave, Dell Technologies and Oracle",Yahoo,"Nvidias $100B bet on OpenAI sparks AI stock rallies, fuels AGI ambitions, and raises buzz of a trillion-dollar IPO.",Bullish,0.65
2025-09-25,Broadcom and AMD Are Set to Share This Much of the $475 Billion AI Chip Market by 2030,Yahoo,Broadcom and Advanced Micro Devices are fighting it out to be second in AI chips behind Nvidia. Analysts at Susquehanna think one is a clear favorite to take the silver medal.,Bullish,0.75
2025-09-25,ALAB Rides on Strong Demand for PCIe Solution: A Sign of More Upside?,Yahoo,"Astera Labs benefits from strong PCIe demand, rapid adoption of the Scorpio switch and an expanded partnership with NVIDIA.",Neutral,0.0
2025-09-29,"Got $5,000? 5 Tech Stocks to Buy and Hold for the Long Term",Yahoo,Demand for artificial intelligence hardware and services isnt slowing down. These companies are already tapping into it.,Neutral,0.4
2025-09-30,Nvidia Stock Edges Up. Can It Keep Its Lead Over AMD?,Yahoo,"Nvidia has dominated the AI chip race and it is planning to further distance itself from AMD, according to KeyBanc analyst John Vinh.",Neutral,0.0
2025-09-30,"AI-Fixated Traders Pile Into Teradyne, Other Obscure Chip Stocks",Yahoo,"Teradyne Inc., a provider of tools used for testing chips during the manufacturing process, has nearly doubled from an April low and is up more than 40% since late July.  Meanwhile, Lam Research Corp. and KLA Corp. — two of the biggest US makers of machines used to produce semiconductors — are the fourth- and sixth-best performing stocks, respectively, in the 30-member Philadelphia Stock Exchange Semiconductor Index this year with gains of more than 68%.",Neutral,0.2
2025-09-30,The MaM Portfolio: 2025 Q3 Update,SeekingAlpha,"We run a highly concentrated portfolio of high-quality companies from around the world and some Bitcoin, which we share openly every quarter here on Seeking...",Neutral,0.0
2025-10-01,Microsoft Uses Microfluidics Tech to Outpace AI Chip Rivals,Yahoo,"MSFTs microfluidics breakthrough cools chips three times better than cold plates, boosting AI performance and data center efficiency.",Neutral,0.0
2025-10-01,Data Center Reality: Whispers From Data Center Alley,SeekingAlpha,The data center sector faces varied competition with multiple strategies. Read more on where the action is taking place for this key sector.,Neutral,0.0
2025-10-02,3 Red-Hot Growth Stocks to Buy in 2025,Yahoo,Investing in AI leaders could be a smart move.,Neutral,0.25
2025-10-02,"Why Nvidia, Broadcom and other high-flying stocks are especially risky now",Yahoo,"Momentum stocks in highflying sectors are vulnerable to a downturn, even if the market doesn’t crash.",Neutral,-0.35
2025-10-03,"Apple downgraded, Alibaba upgraded: Wall Streets top analyst calls",Yahoo,"Apple downgraded, Alibaba upgraded: Wall Streets top analyst calls",Neutral,0.0
2025-10-03,"Technology Helps Push S&P 500, Nasdaq Composite to Fresh Records as Partial Shutdown Enters 2nd Day",Yahoo,US equity indexes traded mixed after the S&P 500 and Nasdaq Composite scaled new peaks in midday tra,Neutral,0.2
2025-10-03,"Mortgage rates higher, chips rally on OpenAI news, Rivian plunges",Yahoo,"Yahoo Finance Senior Reporter Allie Canal tracks Thursdays top moving stocks and biggest market stories in this Market Minute. Mortgage rates are ticking higher, with the 30-year fixed rate at 6.34%, according to data from Freddie Mac (FMCC). Chip stocks are rallying, with Nvidia (NVDA) momentarily touching an intraday high. Rivian (RIVN) stock is under pressure despite strong delivery numbers last quarter. Stay up to date on the latest market action, minute-by-minute, with Yahoo Finances Market Minute.",Neutral,0.2
2025-10-03,"Nvidia Returns, Palantir Remains As Top Funds Bet Big Dinero Here",Yahoo,"The best mutual funds load up on names Nvidia, Palantir, Alphabet, AppLovin and more. But thats just the start.",Neutral,0.1
2025-10-03,U.S. Stocks Open Higher as Shutdown Enters Day Three,Yahoo,"STOCKS  Stocks inched higher early Friday, even as the government shutdown enters a third day. The September jobs report, originally slated for Friday morning, is delayed due to the shutdown. Traders have raised bets on a lengthy stoppage.",Neutral,0.0
2025-10-03,Dow Jones Futures Rise; AI Stocks In Buy Areas As Tesla Sells The News,Yahoo,The S&P 500 and Nasdaq edged up to fresh all-time highs. Broadcom flashed a buy signal as hot stocks surged. Tesla fell despite record deliveries.,Bullish,0.7
2025-10-04,Astera Labs Battles Nvidia And Broadcom As AI Chip Market Heats Up,Yahoo,"Astera Labs, Inc. (NASDAQ:ALAB), an AI connectivity specialist, faces a critical market juncture as competition intensifies and lofty valuations test investor patience. While the company is positioned to tap multi-billion-dollar opportunities with next-generation PCIe and UALink chips, potentially driving billions in content revenue from major cloud clients, its shares have pulled back amid concerns that much of this growth is already priced in. Bank of America analyst Vivek Arya initiated cover",Neutral,-0.1
2025-10-06,Nvidia Stock Drops. It Isn’t the Only Chip Maker With a Big OpenAI Deal.,Yahoo,"AMD announced a partnership with OpenAI on Monday, which could challenge Nvidias AI chip dominance.",Neutral,0.0
2025-10-06,"ETG: Low Yield Relative To Peers, But Strong Historical Performance",SeekingAlpha,The Eaton Vance Tax-Advantaged Global Dividend Income Fund offers a 7.23% yield from a global equity portfolio. Read why ETG CEF is a Hold.,Neutral,0.0
2025-10-06,Oracle vs JPMorgan Chase: Which Will Be the Next $1 Trillion Stock?,Yahoo,"Both Oracle and JPMorgan Chase have large market caps, but operate in very different sectors.",Neutral,0.0
2025-10-07,Could Broadcom Benefit from the OpenAI AMD Deal? AVGO Stock Could Be Cheap Here,Yahoo,"Broadcom could benefit from OpenAIs diversification away from its sole reliance on Nvidia with its new AMD deal. Its possible, especially after the Sept. 4 OpenAI deal with Broadcom. AVGO stock could be an alternative play.",Bullish,0.65
2025-10-08,The AI Bubble Is Here. Why You Can Still Play the Stocks.,Yahoo,"Seaport Global analyst Jay  Goldberg is firmly in the bubble camp.  While chips are a critical part of the AI chain, he’s not sure that the business cycles are synced: “So saying that ASML,  Applied Materials Lam Research  and  KLA  are AI stories is a bit of stretch, but AI is definitely one of many important drivers of their business.”",Neutral,-0.2
2025-10-08,Goldman’s Oppenheimer Dismisses Bubble Fears in US Tech Stocks,Yahoo,"“Valuations of the technology sector are becoming stretched but not yet at levels consistent with historical bubbles,” Oppenheimer and his team wrote in a note.  Still, the strategist reiterated his recommendation that investors seek diversification to avoid risks around a narrow US stock rally and higher competition in the artificial intelligence space.",Neutral,0.2
2025-10-09,My Dividend Stock Portfolio: New September Dividend Record - 100 Holdings With 13 Buys,SeekingAlpha,"Discover Septembers top stock gains, AI-driven strategies, and high-yield BDC investments to boost passive income.",Neutral,0.0
2025-10-09,Josh Brown Explains Why NVIDIA (NVDA) ‘Still The Most Obvious’ Stock to Play AI Trade,Yahoo,We recently published Top 10 Stock Recommendations You Can’t Miss Amid Growing AI Bubble Fears. NVIDIA Corp (NASDAQ:NVDA) is one of the top recommended stocks. Josh Brown from CNBC recently said in a program that NVIDIA Corp (NASDAQ:NVDA) remains the best way to play the AI trade despite the stock’s bull run. He said most […],Neutral,-0.25
2025-10-09,"Nvidia–xAI boosts chip stocks, Equifax strikes back against FICO",Yahoo,"Yahoo Finance anchor Julie Hyman outlines three of Wednesdays top stories on Wall Street as part of Yahoo Finances Market Minute. Chip stocks continue to rise on Bloomberg reports — now confirmed by Nvidia (NVDA) CEO Jensen Huang — that Nvidia is among the investors financing the latest funding round for Tesla (TSLA) CEO Elon Musks artificial intelligence (AI) company, xAI (XAAI.PVT). Equifax (EFX) stock surges after the company cut its credit score data prices, striking back against FICO (FICO). AST Spacemobile (ASTS) stock skyrockets on news of the companys deal with Verizon (VZ). Stay up to date on the latest market action, minute-by-minute, with Yahoo Finances Market Minute.",Neutral,0.2
2025-10-09,FQAL: 2 Competitors Are More Compelling,SeekingAlpha,"FQAL offers solid quality exposure with 128 stocks and stable dividends, but lags peers like JQUA and SPHQ in key metrics. Find out why FQAL ETF is a hold.",Neutral,0.0
2025-10-10,"KeyBanc Reaffirms Buy on Broadcom (AVGO) Ahead of Earnings, Citing Strong AI Demand",Yahoo,"Broadcom Inc. (NASDAQ:AVGO) is one of the Trending AI Stocks on Wall Street’s Radar. On October 6, KeyBanc reiterated an Overweight rating and $420.00 price target on the stock. The rating affirmation comes ahead of the company’s fiscal fourth-quarter 2025 earnings report. KeyBanc anticipates Broadcom to deliver higher results for the October quarter and provide stronger […]",Bullish,0.8
2025-10-11,1 Super Artificial Intelligence (AI) Stock to Buy Before It Skyrockets (Hint: Its Not Nvidia or Broadcom),Yahoo,The improving demand for this chip designers architecture could send its revenue and profits soaring in the long run.,Neutral,-0.2
